m,TagName,
"2020-12-01 00:00:00","c","2652"
"2020-12-01 00:00:00","c#","5746"
"2020-12-01 00:00:00","c++","4453"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7837"
"2020-12-01 00:00:00","javascript","16041"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4805"
"2020-12-01 00:00:00","python","22240"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2102"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2571"
"2021-01-01 00:00:00","c#","6201"
"2021-01-01 00:00:00","c++","4108"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8051"
"2021-01-01 00:00:00","javascript","16896"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4760"
"2021-01-01 00:00:00","python","22910"
"2021-01-01 00:00:00","r","4342"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2321"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2242"
"2021-02-01 00:00:00","c#","5812"
"2021-02-01 00:00:00","c++","4102"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","571"
"2021-02-01 00:00:00","java","7602"
"2021-02-01 00:00:00","javascript","15305"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4380"
"2021-02-01 00:00:00","python","21437"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2265"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2494"
"2021-03-01 00:00:00","c#","6405"
"2021-03-01 00:00:00","c++","4311"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8680"
"2021-03-01 00:00:00","javascript","16786"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4766"
"2021-03-01 00:00:00","python","23965"
"2021-03-01 00:00:00","r","5183"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2390"
"2021-04-01 00:00:00","assembly","321"
"2021-04-01 00:00:00","c","2302"
"2021-04-01 00:00:00","c#","5919"
"2021-04-01 00:00:00","c++","3950"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","627"
"2021-04-01 00:00:00","java","7945"
"2021-04-01 00:00:00","javascript","15879"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4328"
"2021-04-01 00:00:00","python","22738"
"2021-04-01 00:00:00","r","4803"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2115"
"2021-05-01 00:00:00","assembly","301"
"2021-05-01 00:00:00","c","2096"
"2021-05-01 00:00:00","c#","5765"
"2021-05-01 00:00:00","c++","4205"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","645"
"2021-05-01 00:00:00","java","7983"
"2021-05-01 00:00:00","javascript","15842"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4257"
"2021-05-01 00:00:00","python","22493"
"2021-05-01 00:00:00","r","4680"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1869"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1874"
"2021-06-01 00:00:00","c#","5640"
"2021-06-01 00:00:00","c++","3833"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","609"
"2021-06-01 00:00:00","java","7616"
"2021-06-01 00:00:00","javascript","15040"
"2021-06-01 00:00:00","perl","156"
"2021-06-01 00:00:00","php","4097"
"2021-06-01 00:00:00","python","20985"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1809"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1632"
"2021-07-01 00:00:00","c#","5229"
"2021-07-01 00:00:00","c++","3524"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6976"
"2021-07-01 00:00:00","javascript","14793"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3899"
"2021-07-01 00:00:00","python","20670"
"2021-07-01 00:00:00","r","4052"
"2021-07-01 00:00:00","ruby","447"
"2021-07-01 00:00:00","swift","1978"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1537"
"2021-08-01 00:00:00","c#","5129"
"2021-08-01 00:00:00","c++","3261"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","747"
"2021-08-01 00:00:00","java","6785"
"2021-08-01 00:00:00","javascript","14706"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3897"
"2021-08-01 00:00:00","python","19914"
"2021-08-01 00:00:00","r","4043"
"2021-08-01 00:00:00","ruby","448"
"2021-08-01 00:00:00","swift","1904"
"2021-09-01 00:00:00","assembly","197"
"2021-09-01 00:00:00","c","1765"
"2021-09-01 00:00:00","c#","5531"
"2021-09-01 00:00:00","c++","3820"
"2021-09-01 00:00:00","delphi","142"
"2021-09-01 00:00:00","go","644"
"2021-09-01 00:00:00","java","7421"
"2021-09-01 00:00:00","javascript","15901"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4095"
"2021-09-01 00:00:00","python","21036"
"2021-09-01 00:00:00","r","4205"
"2021-09-01 00:00:00","ruby","483"
"2021-09-01 00:00:00","swift","1846"
"2021-10-01 00:00:00","assembly","211"
"2021-10-01 00:00:00","c","2180"
"2021-10-01 00:00:00","c#","5917"
"2021-10-01 00:00:00","c++","4016"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","753"
"2021-10-01 00:00:00","java","7668"
"2021-10-01 00:00:00","javascript","15892"
"2021-10-01 00:00:00","perl","130"
"2021-10-01 00:00:00","php","4168"
"2021-10-01 00:00:00","python","22604"
"2021-10-01 00:00:00","r","4704"
"2021-10-01 00:00:00","ruby","472"
"2021-10-01 00:00:00","swift","1806"
"2021-11-01 00:00:00","assembly","307"
"2021-11-01 00:00:00","c","2326"
"2021-11-01 00:00:00","c#","6342"
"2021-11-01 00:00:00","c++","4139"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","699"
"2021-11-01 00:00:00","java","8221"
"2021-11-01 00:00:00","javascript","15744"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4084"
"2021-11-01 00:00:00","python","23235"
"2021-11-01 00:00:00","r","4591"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1749"
"2021-12-01 00:00:00","assembly","285"
"2021-12-01 00:00:00","c","2252"
"2021-12-01 00:00:00","c#","5670"
"2021-12-01 00:00:00","c++","3849"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","766"
"2021-12-01 00:00:00","java","7496"
"2021-12-01 00:00:00","javascript","15219"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3703"
"2021-12-01 00:00:00","python","21945"
"2021-12-01 00:00:00","r","3910"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1659"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2055"
"2022-01-01 00:00:00","c#","5894"
"2022-01-01 00:00:00","c++","3867"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","790"
"2022-01-01 00:00:00","java","7660"
"2022-01-01 00:00:00","javascript","16200"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","3974"
"2022-01-01 00:00:00","python","22527"
"2022-01-01 00:00:00","r","4237"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1976"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1784"
"2022-02-01 00:00:00","c#","5815"
"2022-02-01 00:00:00","c++","3469"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7243"
"2022-02-01 00:00:00","javascript","15392"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3700"
"2022-02-01 00:00:00","python","22552"
"2022-02-01 00:00:00","r","4334"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1872"
"2022-03-01 00:00:00","assembly","250"
"2022-03-01 00:00:00","c","2097"
"2022-03-01 00:00:00","c#","6466"
"2022-03-01 00:00:00","c++","3831"
"2022-03-01 00:00:00","delphi","133"
"2022-03-01 00:00:00","go","828"
"2022-03-01 00:00:00","java","8074"
"2022-03-01 00:00:00","javascript","16289"
"2022-03-01 00:00:00","perl","105"
"2022-03-01 00:00:00","php","3747"
"2022-03-01 00:00:00","python","24519"
"2022-03-01 00:00:00","r","5080"
"2022-03-01 00:00:00","ruby","527"
"2022-03-01 00:00:00","swift","2064"
"2022-04-01 00:00:00","assembly","266"
"2022-04-01 00:00:00","c","1868"
"2022-04-01 00:00:00","c#","5931"
"2022-04-01 00:00:00","c++","3846"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","756"
"2022-04-01 00:00:00","java","7822"
"2022-04-01 00:00:00","javascript","15951"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3806"
"2022-04-01 00:00:00","python","23547"
"2022-04-01 00:00:00","r","4766"
"2022-04-01 00:00:00","ruby","492"
"2022-04-01 00:00:00","swift","1770"
"2022-05-01 00:00:00","assembly","287"
"2022-05-01 00:00:00","c","1914"
"2022-05-01 00:00:00","c#","6288"
"2022-05-01 00:00:00","c++","3886"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","676"
"2022-05-01 00:00:00","java","7858"
"2022-05-01 00:00:00","javascript","16078"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4021"
"2022-05-01 00:00:00","python","23158"
"2022-05-01 00:00:00","r","4836"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1755"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1665"
"2022-06-01 00:00:00","c#","6117"
"2022-06-01 00:00:00","c++","3399"
"2022-06-01 00:00:00","delphi","125"
"2022-06-01 00:00:00","go","742"
"2022-06-01 00:00:00","java","7072"
"2022-06-01 00:00:00","javascript","15263"
"2022-06-01 00:00:00","perl","125"
"2022-06-01 00:00:00","php","3857"
"2022-06-01 00:00:00","python","22339"
"2022-06-01 00:00:00","r","4414"
"2022-06-01 00:00:00","ruby","481"
"2022-06-01 00:00:00","swift","1798"
"2022-07-01 00:00:00","assembly","212"
"2022-07-01 00:00:00","c","1510"
"2022-07-01 00:00:00","c#","6004"
"2022-07-01 00:00:00","c++","3302"
"2022-07-01 00:00:00","delphi","126"
"2022-07-01 00:00:00","go","753"
"2022-07-01 00:00:00","java","6667"
"2022-07-01 00:00:00","javascript","15338"
"2022-07-01 00:00:00","perl","131"
"2022-07-01 00:00:00","php","3819"
"2022-07-01 00:00:00","python","22679"
"2022-07-01 00:00:00","r","4215"
"2022-07-01 00:00:00","ruby","456"
"2022-07-01 00:00:00","swift","1778"
"2022-08-01 00:00:00","assembly","198"
"2022-08-01 00:00:00","c","1617"
"2022-08-01 00:00:00","c#","6735"
"2022-08-01 00:00:00","c++","3564"
"2022-08-01 00:00:00","delphi","143"
"2022-08-01 00:00:00","go","921"
"2022-08-01 00:00:00","java","7195"
"2022-08-01 00:00:00","javascript","16836"
"2022-08-01 00:00:00","perl","124"
"2022-08-01 00:00:00","php","4278"
"2022-08-01 00:00:00","python","23618"
"2022-08-01 00:00:00","r","4532"
"2022-08-01 00:00:00","ruby","490"
"2022-08-01 00:00:00","swift","1878"
